id,First Payment Date,First Payment Value
12927894,,
12927872,,
12927777,,
12927732,,
12927712,,
12927683,,
12927669,,
12927660,,
12927640,,
12927623,,
12927621,,
12927597,,
12927498,,
12927442,,
12927365,,
12927336,,
12927313,,
12927248,,
12927237,,
12927224,,
12927213,,
12927204,,
12927181,,
12927162,,
12927112,3/30/16 3:07 PM,155.4
12927080,,
12927065,,
12927052,,
12927049,,
12927035,,
12926969,,
12926934,,
12926901,,
12926863,,
12926842,,
12926770,,
12926603,,
12926559,,
12926540,,
12926461,,
12926346,4/11/16 8:57 AM,71.4
12926344,,
12926297,,
12926291,,
12926263,,
12926246,,
12926242,,
12926210,,
12926206,,
12926177,,
12926130,,
12926045,4/7/16 4:51 AM,9.95
12925982,,
12925937,,
12925922,,
12925879,,
12925847,,
12925796,,
12925775,,
12925732,,
12925711,,
12925677,,
12925676,,
12925674,,
12925497,,
12925430,,
12925386,,
12925352,,
12925331,,
12925318,,
12925316,,
12925261,,
12925204,,
12925184,,
12925166,,
12925145,,
12925127,,
12925066,,
12925062,,
12924998,,
12924990,,
12924953,,
12924858,,
12924820,,
12924779,,
12924738,,
12924691,,
12924651,,
12924572,,
12924568,,
12924562,,
12924523,,
12924519,,
12924504,,
12924499,,
12924377,,
12924376,,
12924374,,
12924292,,
12924204,,
12924146,,
12924111,,
12924047,,
12924046,,
12923993,,
12923990,,
12923891,,
12923777,,
12923730,,
12923689,,
12923599,,
12923573,,
12923566,,
12923546,,
12923450,,
12923445,,
12923418,,
12923347,,
12923324,,
12923322,,
12923285,,
12923194,,
12923189,,
12923116,,
12922991,,
12922964,,
12922938,,
12922812,,
12922793,,
12922770,,
12922675,,
12922595,,
12922587,,
12922529,,
12922491,,
12922380,,
12922345,,
12922340,,
12922158,,
12922140,,
12922139,,
12922137,,
12922073,,
12922035,,
12922030,,
12922021,,
12922018,,
12921883,,
12921863,,
12921862,,
12921785,,
12921779,,
12921767,,
12921710,,
12921691,,
12921690,,
12921638,,
12921548,,
12921460,,
12921348,,
12921334,,
12921251,,
12921200,,
12921138,,
12921134,,
12921078,,
12921003,,
12920827,,
12920800,,
12920751,3/31/16 9:01 PM,71.4
12920737,,
12920671,,
12920643,,
12920598,,
12920545,,
12920499,,
12920450,,
12920307,,
12920253,,
12920250,,
12920151,,
12920140,,
12920049,,
12920029,,
12919969,,
12919959,,
12919934,,
12919932,,
12919859,,
12919858,,
12919797,4/5/16 1:43 PM,76.29
12919794,,
12919770,,
12919754,,
12919732,,
12919728,,
12919508,,
12919405,,
12919399,,
12919290,,
12919271,,
12919215,,
12919205,,
12919185,4/8/16 10:30 AM,9.95
12919178,,
12919150,,
12919147,,
12919014,,
12918911,,
12918826,,
12918784,,
12918778,4/6/16 9:44 AM,71.4
12918757,,
12918611,,
12918546,,
12918527,,
12918483,,
12918465,,
12918435,,
12918425,,
12918309,,
12918261,,
12918161,,
12918095,,
12918011,,
12918003,,
12917980,,
12917947,,
12917938,,
12917856,,
12917834,,
12917802,3/30/16 10:22 AM,9.95
12917710,,
12917663,,
12917662,,
12917496,,
12917427,,
12917372,,
12917343,,
12917306,,
12917239,,
12917145,,
12917037,,
12916992,,
12916988,,
12916986,,
12916983,,
12916959,,
12916947,,
12916918,,
12916822,,
12916819,,
12916815,,
12916749,,
12916673,,
12916672,,
12916671,,
12916627,,
12916621,,
12916596,,
12916534,,
12916509,,
12916474,,
12916471,,
12916330,,
12916262,,
12916096,,
12916076,,
12916017,,
12916012,,
12915982,,
12915924,,
12915923,,
12915905,,
12915877,,
12915808,,
12915774,,
12915751,,
12915703,,
12915678,,
12915670,,
12915613,,
12915610,,
12915570,,
12915555,,
12915521,,
12915512,,
12915506,,
12915388,,
12915296,,
12915292,,
12915284,,
12915280,,
12915267,,
12915132,,
12915095,,
12915091,,
12914985,,
12914975,,
12914878,,
12914874,,
12914806,3/30/16 9:46 AM,155.4
12914793,,
12914711,3/30/16 9:25 AM,9.95
12914708,,
12914667,,
12914655,,
12914644,,
12914576,,
12914552,,
12914549,,
12914423,,
12914330,,
12914240,,
12914231,,
12914227,,
12914204,,
12914169,,
12914120,,
12914107,,
12914096,,
12914077,,
12914062,,
12914056,,
12914041,,
12914015,,
12913915,,
12913914,,
12913874,,
12913836,,
12913824,,
12913820,,
12913789,,
12913768,,
12913760,,
12913690,,
12913662,,
12913638,,
12913572,,
12913567,4/3/16 7:59 PM,71.4
12913476,,
12913409,,
12913406,,
12913344,,
12913338,,
12913305,,
12913208,,
12913119,,
12913115,,
12912962,,
12912942,,
12912939,,
12912938,,
12912919,,
12912903,,
12912870,,
12912836,3/30/16 8:08 AM,9.95
12912686,,
12912568,,
12912534,,
12912437,,
12912395,,
12912393,,
12912383,,
12912376,,
12912361,,
12912325,,
12912285,,
12912228,,
12912175,,
12912069,,
12912060,,
12911999,,
12911991,,
12911845,,
12911682,,
12911653,,
12911577,,
12911544,,
12911505,,
12911490,,
12911483,,
12911464,,
12911408,,
12911226,,
12911172,,
12911085,,
12911052,,
12911022,,
12910982,,
12910972,,
12910942,,
12910912,,
12910908,,
12910813,,
12910561,,
12910527,,
12910498,,
12910470,,
12910441,,
12910324,,
12910283,,
12910125,,
12910114,,
12910103,,
12910074,,
12910062,,
12910036,,
12910034,,
12910020,,
12910016,,
12910014,,
12909987,,
12909958,,
12909898,,
12909891,,
12909820,,
12909717,,
12909624,,
12909612,,
12909572,,
12909534,,
12909488,,
12909484,,
12909463,,
12909394,4/16/16 8:01 AM,9.95
12909389,,
12909301,,
12909296,,
12909271,,
12909256,,
12909245,,
12909240,,
12909229,,
12909211,,
12909206,,
12909201,,
12909178,,
12909138,,
12909133,,
12909132,,
12909119,,
12909116,,
12909103,,
12909102,,
12909083,,
12909047,,
12909046,,
12909036,,
12909035,,
12908993,,
12908984,,
12908953,,
12908946,,
12908926,,
12908913,,
12908911,,
12908904,,
12908862,,
12908747,,
12908713,,
12908698,,
12908692,,
12908680,,
12908623,,
12908615,,
12908595,,
12908577,,
12908563,,
12908453,,
12908445,,
12908382,,
12908378,,
12908327,,
12908310,,
12908233,,
12908188,,
12908108,,
12908069,,
12908043,3/30/16 4:09 AM,9.95
12907950,,
12907948,,
12907929,,
12907899,,
12907837,,
12907795,,
12907779,,
12907729,,
12907647,,
12907645,5/4/16 7:53 AM,9.95
12907639,,
12907596,,
12907558,,
12907557,,
12907535,,
12907511,,
12907394,,
12907357,,
12907289,,
12907260,,
12907251,,
12907196,,
12907046,,
12906992,,
12906774,,
12906732,,
12906728,,
12906714,,
12906620,,
12906560,,
12906559,,
12906514,,
12906445,,
12906439,,
12906363,,
12906361,,
12906360,,
12906343,,
12906285,,
12906238,,
12906222,,
12906165,,
12906128,,
12906091,,
12906035,,
12905971,,
12905946,,
12905942,,
12905740,,
12905727,,
12905703,,
12905612,,
12905592,,
12905587,,
12905586,,
12905584,,
12905583,,
12905529,,
12905511,,
12905499,,
12905457,,
12905420,,
12905412,,
12905395,,
12905304,,
12905281,,
12905243,,
12905193,4/9/16 12:28 PM,9.95
12905171,,
12905128,,
12905123,,
12905122,,
12905100,,
12905083,,
12905078,,
12905035,,
12905031,,
12905010,,
12904986,,
12904946,,
12904922,3/29/16 10:11 PM,9.95
12904887,3/29/16 11:07 PM,9.95
12904884,,
12904862,,
12904861,,
12904845,,
12904820,,
12904800,,
12904764,,
12904747,,
12904700,,
12904691,,
12904664,,
12904630,,
12904617,,
12904614,,
12904603,,
12904541,,
12904540,,
12904525,,
12904489,,
12904487,,
12904484,,
12904350,,
12904348,,
12904323,,
12904315,,
12904307,,
12904306,,
12904300,,
12904298,,
12904255,,
12904240,,
12904230,,
12904227,,
12904223,,
12904190,,
12904126,,
12904103,,
12904097,,
12904088,,
12904044,,
12903986,,
12903937,,
12903929,,
12903927,,
12903916,,
12903891,,
12903874,,
12903871,,
12903851,,
12903825,,
12903783,,
12903751,,
12903733,,
12903706,,
12903705,,
12903691,,
12903663,,
12903649,,
12903547,,
12903489,,
12903472,,
12903402,,
12903368,,
12903329,,
12903300,,
12903296,,
12903269,,
12903248,,
12903202,,
12903196,,
12903161,,
12903157,,
12903148,,
12903067,,
12903021,,
12903018,,
12903016,,
12902993,,
12902979,,
12902940,,
12902938,,
12902835,,
12902776,,
12902731,,
12902677,,
12902642,,
12902602,,
12901582,,
12901381,,
12901380,,
12901378,,
12901377,,
12901372,,
12897976,,
12897921,4/10/16 4:22 AM,19.95
12897913,,
12897912,,
12897893,,
12897851,,
12897837,,
12897835,,
12897816,,
12897773,3/29/16 9:47 PM,9.95
12897752,,
12897751,,
12897741,,
12897737,,
12897730,,
12897726,,
12897628,,
12897619,,
12897589,,
12897569,,
12897532,,
12897459,,
12897422,,
12897405,,
12897393,4/5/16 6:26 PM,9.95
12897311,,
12897302,,
12897283,,
12897170,,
12897161,,
12897154,4/9/16 9:08 PM,71.4
12897128,5/11/16 7:27 PM,9.95
12897127,,
12897117,,
12897112,,
12897074,,
12897020,,
12896992,,
12896987,,
12896946,,
12896932,,
12896835,4/6/16 7:27 PM,71.4
12896766,,
12896739,,
12896651,,
12896572,,
12896554,,
12896545,,
12896520,,
12896492,,
12896436,,
12896409,,
12896355,,
12896256,,
12896226,,
12896154,,
12896153,,
12896094,,
12896077,,
12896044,,
12896037,,
12895997,,
12895996,,
12895974,,
12895952,,
12895945,,
12895939,,
12895854,,
12895818,,
12895799,,
12895740,,
12895704,,
12895681,,
12895553,,
12895540,,
12895485,,
12895475,,
12895449,,
12895442,,
12895405,,
12895389,,
12895334,,
12895333,,
12895299,,
12894717,4/4/16 9:15 PM,9.95
12894716,,
12892694,,
12892419,,
12892418,,
12892191,,
12891989,,
12891986,,
12891917,,
12891903,,
12891899,,
12891853,,
12891849,,
12891790,,
12891746,,
12891718,,
12891704,,
12891694,,
12891691,,
12891682,,
12891624,,
12891574,,
12891528,,
12891481,,
12891421,,
12891381,,
12891374,,
12891370,,
12891303,,
12891225,,
12891194,,
12891191,,
12891135,,
12891099,,
12891092,,
12890986,,
12890926,,
12890923,,
12890843,,
12890777,,
12890656,,
12890652,,
12890561,,
12890542,,
12890536,,
12890524,,
12890325,,
12890259,,
12890225,,
12890161,,
12890120,,
12890074,,
12890030,,
12889990,,
12889984,,
12889795,3/29/16 3:32 PM,71.4
12889757,,
12889731,,
12889717,,
12889694,,
12889688,,
12889670,,
12889661,,
12889630,,
12889588,,
12889560,,
12889504,,
12889502,,
12889398,4/11/16 2:48 PM,71.4
12889392,,
12889335,,
12889322,,
12889295,,
12889252,,
12889218,,
12889212,5/26/16 7:00 PM,9.95
12889130,,
12889003,,
12888966,,
12888954,,
12888765,,
12888709,,
12888699,,
12888697,,
12888580,,
12888495,,
12888448,,
12888329,,
12888312,,
12888288,4/5/16 11:53 AM,71.4
12888282,,
12888281,,
12888172,,
12888138,,
12888085,,
12888071,,
12888069,,
12888060,,
12888058,,
12888057,,
12888053,,
12888047,,
12888046,,
12888045,4/11/16 2:38 PM,9.95
12888042,,
12888038,,
12888014,,
12888006,,
12887969,,
12887857,,
12887848,,
12887836,,
12887819,,
12887750,,
12887747,,
12887728,,
12887716,,
12887710,,
12887651,,
12887636,,
12887612,,
12887586,,
12887556,,
12887554,,
12887542,,
12887533,,
12887308,,
12887252,,
12887251,,
12887117,,
12887043,,
12887023,,
12887011,,
12886936,,
12886901,,
12886896,,
12886879,,
12886875,,
12886839,4/13/16 10:40 AM,19.95
12886817,,
12886809,,
12886716,,
12886650,,
12886555,,
12886545,,
12886469,,
12886391,,
12886362,,
12886316,,
12886306,,
12886236,,
12886233,,
12886201,,
12886195,,
12886147,,
12886141,,
12886052,,
12886045,,
12886028,,
12886025,,
12885960,,
12885958,,
12885928,,
12885831,,
12885809,,
12885713,,
12885702,,
12885680,,
12885661,,
12885550,,
12885521,,
12885489,,
12885453,,
12885365,,
12885361,,
12885296,,
12885248,,
12885247,,
12885200,,
12885171,,
12885088,,
12884979,5/17/16 5:00 PM,9.95
12884923,,
12884841,,
12884798,,
12884738,,
12884730,,
12884719,,
12884715,,
12884714,,
12884712,,
12884683,,
12884646,,
12884620,,
12884618,,
12884603,,
12884593,,
12884551,,
12884473,,
12884464,,
12884457,,
12884445,,
12884444,,
12884428,,
12884408,,
12884401,,
12884384,,
12884376,,
12884375,,
12884367,,
12884304,,
12884254,,
12884191,,
12884167,,
12884149,,
12884111,,
12884064,,
12884058,,
12884040,,
12884038,,
12884023,,
12883917,,
12883890,,
12883846,,
12883845,,
12883732,,
12883724,,
12883612,,
12883582,,
12883568,,
12883552,,
12883502,,
12883462,,
12883421,,
12883409,,
12883401,,
12883374,,
12883351,,
12883339,,
12883298,,
12883255,,
12883249,,
12883248,,
12883138,,
12883114,,
12883052,,
12883049,,
12883026,,
12882990,,
12882956,,
12882933,,
12882905,,
12882841,,
12882826,,
12882800,,
12882734,,
12882670,,
12882662,,
12882643,,
12882606,,
12882569,,
12882547,,
12882527,,
12882519,,
12882422,,
12882356,,
12882345,,
12882342,,
12882309,,
12882292,,
12882264,,
12882251,,
12882208,,
12882169,,
12882142,,
12882132,,
12882078,,
12882077,,
12882024,,
12881961,,
12881953,,
12881857,,
12881816,,
12881728,,
12881726,5/25/16 10:06 AM,9.95
12881710,,
12881625,3/29/16 10:29 AM,155.4
12881596,,
12881579,,
12881578,,
12881561,,
12881539,,
12881538,,
12881534,,
12881482,,
12881451,,
12881433,,
12881428,,
12881403,,
12881397,,
12881383,,
12881338,,
12881330,,
12881317,,
12881303,,
12881258,,
12881249,,
12881221,,
12881182,,
12881105,,
12881103,,
12880975,,
12880947,,
12880946,,
12880868,,
12880774,,
12880772,,
12880766,,
12880747,3/30/16 8:34 AM,71.4
12880736,,
12880635,,
12880521,,
12880421,,
12880353,,
12880335,,
12880275,,
12880224,,
12880179,,
12880166,,
12880152,,
12880151,,
12880073,,
12880035,,
12879998,,
12879969,,
12879934,,
12879881,,
12879844,,
12879835,,
12879814,,
12879801,,
12879771,,
12879754,,
12879677,,
12879526,,
12879521,,
12879470,,
12879460,,
12879441,,
12879436,,
12879255,,
12879227,,
12879201,,
12879172,,
12879170,,
12879162,,
12879096,,
12879095,,
12879047,,
12879011,,
12878958,,
12878905,,
12878851,,
12878840,,
12878782,,
12878755,,
12878750,,
12878667,,
12878622,,
12878615,,
12878588,,
12878377,,
12878288,4/1/16 7:56 AM,155.4
12878092,,
12877990,,
12877914,,
12877912,,
12877897,,
12877871,,
12877825,,
12877782,,
12877715,,
12877691,,
12877594,,
12877548,,
12877491,,
12877456,,
12877428,,
12877412,,
12877339,,
12877326,,
12877313,,
12877256,,
12877248,,
12877183,,
12877177,,
12877114,,
12877088,,
